2024-01-20 23:15:50.396 | INFO     | main:img_object_detection_to_json:155 - results: {'detect_objects': [{'name': 'close', 'confidence': 0.6138876677}], 'detect_objects_names': 'close'}
2024-01-20 23:16:30.782 | INFO     | main:img_object_detection_to_json:155 - results: {'detect_objects': [{'name': 'close', 'confidence': 0.6138876677}], 'detect_objects_names': 'close'}
2024-01-20 23:16:37.433 | INFO     | main:img_object_detection_to_json:155 - results: {'detect_objects': [{'name': 'block', 'confidence': 0.8048217297}, {'name': 'append', 'confidence': 0.6949886084}, {'name': 'close', 'confidence': 0.6927332282}], 'detect_objects_names': 'block, append, close'}
2024-01-21 14:57:16.392 | INFO     | main:img_object_detection_to_json:155 - results: {'detect_objects': [{'name': 'close', 'confidence': 0.6231980324}], 'detect_objects_names': 'close'}
2024-01-21 16:11:39.392 | INFO     | main:img_object_detection_to_json:155 - results: {'detect_objects': [{'name': 'block', 'confidence': 0.8048217297}, {'name': 'append', 'confidence': 0.6949886084}, {'name': 'close', 'confidence': 0.6927332282}], 'detect_objects_names': 'block, append, close'}
2024-01-21 17:36:01.158 | INFO     | main:img_object_detection_to_json:158 - results: {'detect_objects': [{'name': 'append', 'confidence': 0.7482683063}], 'detect_objects_names': 'append'}
2024-01-21 17:36:38.038 | INFO     | main:img_object_detection_to_json:158 - results: {'detect_objects': [{'name': 'block', 'confidence': 0.8048217297}, {'name': 'append', 'confidence': 0.6949886084}, {'name': 'close', 'confidence': 0.6927332282}], 'detect_objects_names': 'block, append, close'}
2024-01-21 17:41:40.478 | INFO     | main:img_object_detection_to_json:158 - results: {'detect_objects': [{'name': 'block', 'confidence': 0.9379472136}, {'name': 'close', 'confidence': 0.8025505543}, {'name': 'append', 'confidence': 0.6869733334}, {'name': 'close', 'confidence': 0.5105048418}], 'detect_objects_names': 'block, close, append, close'}
2024-01-22 18:40:33.845 | INFO     | main:img_object_detection_to_json:158 - results: {'detect_objects': [{'name': 'block', 'confidence': 0.8048217297}, {'name': 'append', 'confidence': 0.6949886084}, {'name': 'close', 'confidence': 0.6927332282}], 'detect_objects_names': 'block, append, close'}
2024-01-22 18:47:29.029 | INFO     | main:img_object_detection_to_json:157 - results: {'notification_windows': [{'xmin': 11.840442657470703, 'ymin': 495.62005615234375, 'xmax': 139.4474334716797, 'ymax': 532.5114135742188, 'confidence': 0.8048217296600342, 'class': 1, 'name': 'block'}, {'xmin': 150.31417846679688, 'ymin': 496.289306640625, 'xmax': 278.3662109375, 'ymax': 531.1900634765625, 'confidence': 0.6949886083602905, 'class': 0, 'name': 'append'}, {'xmin': 256.10272216796875, 'ymin': 418.26507568359375, 'xmax': 275.67236328125, 'ymax': 433.51654052734375, 'confidence': 0.6927332282066345, 'class': 2, 'name': 'close'}]}
2024-01-22 18:54:01.970 | INFO     | main:img_object_detection_to_json:175 - Результат: {'notification_windows': [{'order': 1, 'type': 'unknown', 'coordinate': {'top_left': {'x': 11.84, 'y': 495.62}, 'bottom_right': {'x': 139.447, 'y': 532.511}}, 'buttons': [{'name': 'block', 'content': '', 'coordinate': {'top_left': {'x': 11.84, 'y': 495.62}, 'bottom_right': {'x': 139.447, 'y': 532.511}}}]}, {'order': 2, 'type': 'unknown', 'coordinate': {'top_left': {'x': 150.314, 'y': 496.289}, 'bottom_right': {'x': 278.366, 'y': 531.19}}, 'buttons': [{'name': 'append', 'content': '', 'coordinate': {'top_left': {'x': 150.314, 'y': 496.289}, 'bottom_right': {'x': 278.366, 'y': 531.19}}}]}, {'order': 3, 'type': 'unknown', 'coordinate': {'top_left': {'x': 256.103, 'y': 418.265}, 'bottom_right': {'x': 275.672, 'y': 433.517}}, 'buttons': [{'name': 'close', 'content': '', 'coordinate': {'top_left': {'x': 256.103, 'y': 418.265}, 'bottom_right': {'x': 275.672, 'y': 433.517}}}]}]}
